Sleep logging started on 10/19/20 at 10:20:08;;;
TIMESTAMP,;SENSOR1,;SENSOR2,;HUMAN READABLE TIME
1603104942;0;0;12:55:42
1603104943;0;0;12:55:43
1603104944;0;0;12:55:44
1603104945;0;0;12:55:45
1603104946;0;0;12:55:46
1603104947;0;0;12:55:47
1603104948;0;0;12:55:48
1603104949;0;0;12:55:50
1603104951;0;0;12:55:51
1603104952;0;0;12:55:52
1603104953;0;0;12:55:53
1603104954;0;0;12:55:54
1603104955;0;0;12:55:55
1603104956;0;0;12:55:56
1603104957;0;0;12:55:57
1603104958;0;0;12:55:58
1603104959;0;0;12:55:59
1603104960;0;0;12:56:00
1603104961;0;0;12:56:01
1603104962;0;0;12:56:02
1603104963;0;0;12:56:03
1603104964;0;0;12:56:04
1603104965;0;0;12:56:05
1603104966;0;0;12:56:06
1603104967;0;0;12:56:07
1603104968;0;0;12:56:08
1603104969;0;0;12:56:09
1603104970;0;0;12:56:10
1603104971;0;0;12:56:11
1603104972;0;0;12:56:12
1603104973;0;0;12:56:13
1603104974;0;0;12:56:14
1603104975;0;0;12:56:15
1603104976;0;0;12:56:16
1603104977;0;0;12:56:17
1603104978;0;0;12:56:18
1603104979;0;0;12:56:19
1603104980;0;0;12:56:20
1603104981;0;0;12:56:21
1603104982;0;0;12:56:22
1603104983;0;0;12:56:23
1603104984;0;0;12:56:24
1603104985;0;0;12:56:25
1603104986;0;0;12:56:26
1603104987;0;0;12:56:27
1603104988;0;0;12:56:28
1603104989;0;0;12:56:29
1603104990;0;0;12:56:30
1603104991;0;0;12:56:31
1603104992;0;0;12:56:32
1603104993;0;0;12:56:33
1603104994;0;0;12:56:34
1603104995;0;0;12:56:35
1603104996;0;0;12:56:36
1603104997;0;0;12:56:37
1603104998;0;0;12:56:38
1603104999;0;0;12:56:39
1603105000;0;0;12:56:40
1603105001;0;0;12:56:41
1603105002;0;0;12:56:42
1603105003;0;0;12:56:43
1603105004;0;0;12:56:44
1603105005;0;0;12:56:45
1603105006;0;0;12:56:46
1603105007;0;0;12:56:47
1603105008;0;0;12:56:48
1603105009;0;0;12:56:49
1603105010;0;0;12:56:50
1603105011;0;0;12:56:51
1603105012;0;0;12:56:52
1603105013;0;0;12:56:53
1603105014;0;0;12:56:54
1603105015;0;0;12:56:55
1603105016;0;0;12:56:56
1603105017;0;0;12:56:57
1603105018;0;0;12:56:58
1603105019;0;0;12:56:59
1603105020;0;0;12:57:00
1603105021;0;0;12:57:01
1603105022;0;0;12:57:02
1603105023;0;0;12:57:03
1603105024;0;0;12:57:04
1603105025;0;0;12:57:05
1603105026;0;0;12:57:06
1603105027;0;0;12:57:07
1603105028;0;0;12:57:08
1603105029;0;0;12:57:09
1603105030;0;0;12:57:10
1603105031;0;0;12:57:11
1603105032;0;0;12:57:12
1603105033;0;0;12:57:13
1603105034;0;0;12:57:14
1603105035;0;0;12:57:15
1603105036;0;0;12:57:16
1603105037;0;0;12:57:17
1603105038;0;0;12:57:18
1603105039;0;0;12:57:19
1603105040;0;0;12:57:20
1603105041;0;0;12:57:21
1603105042;0;0;12:57:22
1603105043;0;0;12:57:23
1603105044;0;0;12:57:24
1603105045;0;0;12:57:25
1603105046;0;0;12:57:26
1603105047;0;0;12:57:27
1603105048;0;0;12:57:28
1603105049;0;0;12:57:29
1603105050;0;0;12:57:30
1603105051;0;0;12:57:31
1603105052;0;0;12:57:32
1603105053;0;0;12:57:33
1603105054;0;0;12:57:34
1603105055;0;0;12:57:35
1603105056;0;0;12:57:36
1603105057;0;0;12:57:37
1603105058;0;0;12:57:38
1603105059;0;0;12:57:39
1603105060;0;0;12:57:40
1603105061;0;0;12:57:41
1603105062;0;0;12:57:42
1603105063;0;0;12:57:43
1603105064;0;0;12:57:44
1603105065;0;0;12:57:45
1603105066;0;0;12:57:46
1603105067;0;0;12:57:47
1603105068;0;0;12:57:48
1603105069;0;0;12:57:49
1603105070;0;0;12:57:50
1603105071;0;0;12:57:51
1603105072;0;0;12:57:52
1603105073;0;0;12:57:53
1603105074;0;0;12:57:54
1603105075;0;0;12:57:55
1603105076;0;0;12:57:56
1603105077;0;0;12:57:57
1603105078;0;0;12:57:58
1603105079;0;0;12:57:59
1603105080;0;0;12:58:00
1603105081;0;0;12:58:01
1603105082;0;0;12:58:02
1603105083;0;0;12:58:03
1603105084;0;0;12:58:04
1603105085;0;0;12:58:05
1603105086;0;0;12:58:06
1603105087;0;0;12:58:07
1603105088;0;0;12:58:08
1603105089;0;0;12:58:09
1603105090;0;0;12:58:10
1603105091;0;0;12:58:11
1603105092;0;0;12:58:12
1603105093;0;0;12:58:13
1603105094;0;0;12:58:14
1603105095;0;0;12:58:15
1603105096;0;0;12:58:16
1603105097;0;0;12:58:17
1603105098;0;0;12:58:18
1603105099;0;0;12:58:19
1603105100;0;0;12:58:20
1603105101;0;0;12:58:21
1603105102;0;0;12:58:22
1603105103;0;0;12:58:23
1603105104;0;0;12:58:24
1603105105;0;0;12:58:25
1603105106;0;0;12:58:26
1603105107;0;0;12:58:27
1603105108;0;0;12:58:28
1603105109;0;0;12:58:29
1603105110;0;0;12:58:30
1603105111;0;0;12:58:31
1603105112;0;0;12:58:32
1603105113;0;0;12:58:33
1603105114;0;0;12:58:34
1603105115;0;0;12:58:35
1603105116;0;0;12:58:36
1603105117;0;0;12:58:37
1603105118;0;0;12:58:38
1603105119;0;0;12:58:39
1603105120;0;0;12:58:40
1603105121;0;0;12:58:41
1603105122;0;0;12:58:42
1603105123;0;0;12:58:43
1603105124;0;0;12:58:44
1603105125;0;0;12:58:45
1603105126;0;0;12:58:46
1603105127;0;0;12:58:47
1603105128;0;0;12:58:48
1603105129;0;0;12:58:49
1603105130;0;0;12:58:50
1603105131;0;0;12:58:51
1603105132;0;0;12:58:52
1603105133;0;0;12:58:53
1603105134;0;0;12:58:54
1603105135;0;0;12:58:55
1603105136;0;0;12:58:56
1603105137;0;0;12:58:57
1603105138;0;0;12:58:58
1603105139;0;0;12:58:59
1603105140;0;0;12:59:00
1603105141;0;0;12:59:01
1603105142;0;0;12:59:02
1603105143;0;0;12:59:03
1603105144;0;0;12:59:04
1603105145;0;0;12:59:05
1603105146;0;0;12:59:06
1603105147;0;0;12:59:07
1603105148;0;0;12:59:08
1603105149;0;0;12:59:09
1603105150;0;0;12:59:10
1603105151;0;0;12:59:11
1603105152;0;0;12:59:12
1603105153;0;0;12:59:13
1603105154;0;0;12:59:14
1603105155;0;0;12:59:15
1603105156;0;0;12:59:16
1603105157;0;0;12:59:17
1603105158;0;0;12:59:18
1603105159;0;0;12:59:19
1603105160;0;0;12:59:20
1603105161;0;0;12:59:21
1603105162;0;0;12:59:22
1603105163;0;0;12:59:23
1603105164;0;0;12:59:24
1603105165;0;0;12:59:25
1603105166;1;0;12:59:26
1603105167;1;0;12:59:27
1603105168;0;0;12:59:28
1603105169;0;0;12:59:29
1603105170;0;0;12:59:30
1603105171;0;0;12:59:31
1603105172;0;0;12:59:32
1603105173;0;0;12:59:33
1603105174;0;0;12:59:34
1603105175;0;0;12:59:35
1603105176;0;0;12:59:36
1603105177;0;0;12:59:37
1603105178;0;0;12:59:38
1603105179;0;0;12:59:39
1603105180;0;0;12:59:40
1603105181;0;0;12:59:41
1603105182;0;0;12:59:42
1603105183;0;0;12:59:43
1603105184;0;0;12:59:44
1603105185;0;0;12:59:45
1603105186;0;0;12:59:46
1603105187;0;0;12:59:47
1603105188;0;0;12:59:48
1603105189;0;0;12:59:49
1603105190;0;0;12:59:50
1603105191;0;0;12:59:51
1603105192;0;0;12:59:52
1603105193;0;0;12:59:53
1603105194;0;0;12:59:54
1603105195;0;0;12:59:55
1603105196;0;0;12:59:56
1603105197;0;0;12:59:57
1603105198;0;0;12:59:58
1603105199;0;0;12:59:59
1603105200;0;0;13:00:00
1603105201;0;0;13:00:01
1603105202;0;0;13:00:02
1603105203;0;0;13:00:03
1603105204;0;0;13:00:04
1603105205;0;0;13:00:05
1603105206;0;0;13:00:06
1603105207;0;0;13:00:07
1603105208;0;0;13:00:08
1603105209;0;0;13:00:09
1603105210;0;0;13:00:10
1603105211;0;0;13:00:11
1603105212;0;0;13:00:12
1603105213;0;0;13:00:13
1603105214;0;0;13:00:14
1603105215;0;0;13:00:15
1603105216;0;0;13:00:16
1603105217;0;0;13:00:17
1603105218;0;0;13:00:18
1603105219;0;0;13:00:19
1603105220;0;0;13:00:20
1603105221;0;0;13:00:21
1603105222;0;0;13:00:22
1603105223;0;0;13:00:23
1603105224;0;0;13:00:24
1603105225;0;0;13:00:25
1603105226;0;0;13:00:26
1603105227;0;0;13:00:27
1603105228;0;0;13:00:28
1603105229;0;0;13:00:29
1603105230;0;0;13:00:30
1603105231;0;0;13:00:31
1603105232;0;0;13:00:32
1603105233;0;0;13:00:33
1603105234;0;0;13:00:34
1603105235;0;0;13:00:35
1603105236;0;0;13:00:36
1603105237;0;0;13:00:37
1603105238;0;0;13:00:38
1603105239;0;0;13:00:39
1603105240;0;0;13:00:40
1603105241;0;0;13:00:41
1603105242;0;0;13:00:42
1603105243;0;0;13:00:43
1603105244;0;0;13:00:44
1603105245;0;0;13:00:45
1603105246;0;0;13:00:46
1603105247;0;0;13:00:47
1603105248;0;0;13:00:48
1603105249;0;0;13:00:49
1603105250;0;0;13:00:50
1603105251;0;0;13:00:51
1603105252;0;0;13:00:52
1603105253;0;0;13:00:53
1603105254;0;0;13:00:54
1603105255;0;0;13:00:55
1603105256;0;0;13:00:56
1603105257;0;0;13:00:57
1603105258;0;0;13:00:58
1603105259;0;0;13:00:59
1603105260;0;0;13:01:00
1603105261;0;0;13:01:01
1603105262;0;0;13:01:02
1603105263;0;0;13:01:03
1603105264;0;0;13:01:04
1603105265;0;0;13:01:05
1603105266;0;0;13:01:06
1603105267;0;0;13:01:07
1603105268;0;0;13:01:08
1603105269;0;0;13:01:09
1603105270;0;0;13:01:10
1603105271;0;0;13:01:11
1603105272;0;0;13:01:12
1603105273;0;0;13:01:13
1603105274;0;0;13:01:14
1603105275;0;0;13:01:15
1603105276;0;0;13:01:16
1603105277;0;0;13:01:17
1603105278;0;0;13:01:18
1603105279;0;0;13:01:19
1603105280;0;0;13:01:20
1603105281;0;0;13:01:21
1603105282;0;0;13:01:22
1603105283;0;0;13:01:23
1603105284;0;0;13:01:24
1603105285;0;0;13:01:25
1603105286;0;0;13:01:26
1603105287;0;0;13:01:27
1603105288;0;0;13:01:28
1603105289;0;0;13:01:29
1603105290;0;0;13:01:30
1603105291;0;0;13:01:31
1603105292;0;0;13:01:32
1603105293;0;0;13:01:33
1603105294;0;0;13:01:34
1603105295;0;0;13:01:35
1603105296;0;0;13:01:36
1603105297;0;0;13:01:37
1603105298;0;0;13:01:38
1603105299;0;0;13:01:39
1603105300;0;0;13:01:40
1603105301;0;0;13:01:41
1603105302;0;0;13:01:42
1603105303;0;0;13:01:43
1603105304;0;0;13:01:44
1603105305;0;0;13:01:45
1603105306;0;0;13:01:46
1603105307;0;0;13:01:47
1603105308;0;0;13:01:48
1603105309;0;0;13:01:49
1603105310;0;0;13:01:50
1603105311;0;0;13:01:51
1603105312;0;0;13:01:52
1603105313;0;0;13:01:53
1603105314;0;0;13:01:54
1603105315;0;0;13:01:55
1603105316;0;0;13:01:56
1603105317;0;0;13:01:57
1603105318;0;0;13:01:58
1603105319;0;0;13:01:59
1603105320;0;0;13:02:00
1603105321;0;0;13:02:01
1603105322;0;0;13:02:02
1603105323;0;0;13:02:03
1603105324;0;0;13:02:04
1603105325;1;0;13:02:05
1603105326;0;0;13:02:06
1603105327;0;0;13:02:07
1603105328;0;0;13:02:08
1603105329;0;0;13:02:09
1603105330;0;0;13:02:10
1603105331;0;0;13:02:11
1603105332;0;0;13:02:12
1603105333;0;0;13:02:13
1603105334;0;0;13:02:14
1603105335;0;0;13:02:15
1603105336;0;0;13:02:16
1603105337;0;0;13:02:17
1603105338;0;0;13:02:18
1603105339;0;0;13:02:19
1603105340;0;0;13:02:20
1603105341;0;0;13:02:21
1603105342;0;0;13:02:22
1603105343;0;0;13:02:23
1603105344;0;0;13:02:24
1603105345;0;0;13:02:25
1603105346;0;0;13:02:26
1603105347;0;0;13:02:27
1603105348;0;0;13:02:28
1603105349;0;0;13:02:29
1603105350;0;0;13:02:30
1603105351;0;0;13:02:31
1603105352;0;0;13:02:32
1603105353;0;0;13:02:33
1603105354;0;0;13:02:34
1603105355;0;0;13:02:35
1603105356;0;0;13:02:36
1603105357;0;0;13:02:37
1603105358;0;0;13:02:38
1603105359;0;0;13:02:39
1603105360;0;0;13:02:40
1603105361;0;0;13:02:41
1603105362;0;0;13:02:42
1603105363;0;0;13:02:43
1603105364;0;0;13:02:44
1603105365;0;0;13:02:45
1603105366;0;0;13:02:46
1603105367;0;0;13:02:47
1603105368;0;0;13:02:48
1603105369;0;0;13:02:49
1603105370;0;0;13:02:50
1603105371;0;0;13:02:51
1603105372;0;0;13:02:52
1603105373;0;0;13:02:53
1603105374;0;0;13:02:54
1603105375;0;0;13:02:55
1603105376;0;0;13:02:56
1603105377;0;0;13:02:57
1603105378;0;0;13:02:58
1603105379;0;0;13:02:59
1603105380;0;0;13:03:00
1603105381;0;0;13:03:01
1603105382;0;0;13:03:02
1603105383;0;0;13:03:03
1603105384;0;0;13:03:04
1603105385;0;0;13:03:05
1603105386;0;0;13:03:06
1603105387;0;0;13:03:07
1603105388;0;0;13:03:08
1603105389;0;0;13:03:09
1603105390;0;0;13:03:10
1603105391;0;0;13:03:11
1603105392;0;0;13:03:12
1603105393;0;0;13:03:13
1603105394;0;0;13:03:14
1603105395;0;0;13:03:15
1603105396;0;0;13:03:16
1603105397;0;0;13:03:17
1603105398;0;0;13:03:18
1603105399;0;0;13:03:19
1603105400;0;0;13:03:20
1603105401;0;0;13:03:21
1603105402;0;0;13:03:22
1603105403;0;0;13:03:23
1603105404;0;0;13:03:24
1603105405;0;0;13:03:25
1603105406;0;0;13:03:26
1603105407;0;0;13:03:27
1603105408;0;0;13:03:28
1603105409;0;0;13:03:29
1603105410;0;0;13:03:30
1603105411;0;0;13:03:31
1603105412;0;0;13:03:32
1603105413;0;0;13:03:33
1603105414;0;0;13:03:34
1603105415;0;0;13:03:35
1603105416;0;0;13:03:36
1603105417;0;0;13:03:37
1603105418;0;0;13:03:38
1603105419;0;0;13:03:39
1603105420;0;0;13:03:40
1603105421;0;0;13:03:41
1603105422;0;0;13:03:42
1603105423;0;0;13:03:43
1603105424;0;0;13:03:44
1603105425;0;0;13:03:45
1603105426;0;0;13:03:46
1603105427;0;0;13:03:47
1603105428;0;0;13:03:48
1603105429;0;0;13:03:49
1603105430;0;0;13:03:50
1603105431;0;0;13:03:51
1603105432;0;0;13:03:52
1603105433;0;0;13:03:53
1603105434;0;0;13:03:54
1603105435;0;0;13:03:55
1603105436;0;0;13:03:56
1603105437;0;0;13:03:57
1603105438;0;0;13:03:58
1603105439;0;0;13:03:59
1603105440;0;0;13:04:00
1603105441;0;0;13:04:01
1603105442;0;0;13:04:02
1603105443;0;0;13:04:03
1603105444;0;0;13:04:04
1603105445;0;0;13:04:05
1603105446;0;0;13:04:06
1603105447;0;0;13:04:07
1603105448;0;0;13:04:08
1603105449;0;0;13:04:09
1603105450;0;0;13:04:10
1603105451;0;0;13:04:11
1603105452;0;0;13:04:12
1603105453;0;0;13:04:13
1603105454;0;0;13:04:14
1603105455;0;0;13:04:15
1603105456;0;0;13:04:16
1603105457;0;0;13:04:17
1603105458;0;0;13:04:18
1603105459;0;0;13:04:19
1603105460;0;0;13:04:20
1603105461;0;0;13:04:21
1603105462;0;0;13:04:22
1603105463;0;0;13:04:23
1603105464;0;0;13:04:24
1603105465;0;0;13:04:25
1603105466;0;0;13:04:26
1603105467;0;0;13:04:27
1603105468;0;0;13:04:28
1603105469;0;0;13:04:29
1603105470;0;0;13:04:30
1603105471;0;0;13:04:31
1603105472;0;0;13:04:32
1603105473;0;0;13:04:33
1603105474;0;0;13:04:34
1603105475;0;0;13:04:35
1603105476;0;0;13:04:36
1603105477;0;0;13:04:37
1603105478;0;0;13:04:38
1603105479;0;0;13:04:39
1603105481;0;0;13:04:41
1603105482;0;0;13:04:42
1603105483;0;0;13:04:43
1603105484;0;0;13:04:44
1603105485;0;0;13:04:45
1603105486;0;0;13:04:46
1603105487;0;0;13:04:47
1603105488;0;0;13:04:48
1603105489;0;0;13:04:49
1603105490;0;0;13:04:50
1603105491;0;0;13:04:51
1603105492;0;0;13:04:52
1603105493;0;0;13:04:53
1603105494;0;0;13:04:54
1603105495;0;0;13:04:55
1603105496;0;0;13:04:56
1603105497;0;0;13:04:57
1603105498;0;0;13:04:58
1603105499;0;0;13:04:59
1603105500;0;0;13:05:00
1603105501;0;0;13:05:01
1603105502;0;0;13:05:02
1603105503;0;0;13:05:03
1603105504;0;0;13:05:04
1603105505;0;0;13:05:05
1603105506;0;0;13:05:06
1603105507;0;0;13:05:07
1603105508;0;0;13:05:08
1603105509;0;0;13:05:09
1603105510;0;0;13:05:10
1603105511;0;0;13:05:11
1603105512;0;0;13:05:12
1603105513;0;0;13:05:13
1603105514;0;0;13:05:14
1603105515;0;0;13:05:15
1603105516;0;0;13:05:16
1603105517;0;0;13:05:17
1603105518;0;0;13:05:18
1603105519;0;0;13:05:19
1603105520;0;0;13:05:20
1603105521;0;0;13:05:21
1603105522;0;0;13:05:22
1603105523;0;0;13:05:23
1603105524;0;0;13:05:24
1603105525;0;0;13:05:25
1603105526;0;0;13:05:26
1603105527;0;0;13:05:27
1603105528;0;0;13:05:28
1603105529;0;0;13:05:29
1603105530;0;0;13:05:30
1603105531;0;0;13:05:31
1603105532;0;0;13:05:32
1603105533;0;0;13:05:33
1603105534;0;0;13:05:34
1603105535;0;0;13:05:35
1603105536;0;0;13:05:36
1603105537;0;0;13:05:37
1603105538;0;0;13:05:38
1603105539;0;0;13:05:39
1603105540;0;0;13:05:40
1603105541;0;0;13:05:41
1603105542;0;0;13:05:42
1603105543;0;0;13:05:43
1603105544;0;0;13:05:44
1603105545;0;0;13:05:45
1603105546;0;0;13:05:46
1603105547;0;0;13:05:47
1603105548;0;0;13:05:48
1603105549;0;0;13:05:49
1603105550;0;0;13:05:50
1603105551;0;0;13:05:51
1603105552;0;0;13:05:52
1603105553;0;0;13:05:53
1603105554;0;0;13:05:54
1603105555;0;0;13:05:55
1603105556;0;0;13:05:56
1603105557;0;0;13:05:57
1603105558;0;0;13:05:58
1603105559;0;0;13:05:59
1603105560;0;0;13:06:00
1603105561;0;0;13:06:01
1603105562;0;0;13:06:02
1603105563;0;0;13:06:03
1603105564;0;0;13:06:04
1603105565;0;0;13:06:05
1603105566;0;0;13:06:06
1603105567;0;0;13:06:07
1603105568;0;0;13:06:08
1603105569;0;0;13:06:09
1603105570;0;0;13:06:10
1603105571;0;0;13:06:11
1603105572;0;0;13:06:12
1603105573;0;0;13:06:13
1603105574;0;0;13:06:14
1603105575;0;0;13:06:15
1603105576;0;0;13:06:16
1603105577;0;0;13:06:17
1603105578;1;0;13:06:18
1603105579;0;0;13:06:19
1603105580;0;0;13:06:20
1603105581;1;0;13:06:21
1603105582;1;0;13:06:22
1603105583;1;0;13:06:23
1603105584;1;0;13:06:24
1603105585;0;0;13:06:25
1603105586;1;0;13:06:26
1603105587;0;0;13:06:27
1603105588;0;0;13:06:28
1603105589;0;0;13:06:29
1603105590;0;0;13:06:30
1603105591;0;0;13:06:31
1603105592;0;0;13:06:32
1603105593;0;0;13:06:33
1603105594;0;0;13:06:34
1603105595;0;0;13:06:35
1603105596;0;0;13:06:36
1603105597;0;0;13:06:37
1603105598;0;0;13:06:38
1603105599;0;0;13:06:39
1603105600;0;0;13:06:40
1603105601;0;0;13:06:41
1603105602;0;0;13:06:42
1603105603;0;0;13:06:43
1603105604;0;0;13:06:44
1603105605;0;0;13:06:45
1603105606;0;0;13:06:46
1603105607;0;0;13:06:47
1603105608;0;0;13:06:48
1603105609;0;0;13:06:49
1603105610;0;0;13:06:50
1603105611;0;0;13:06:51
1603105612;0;0;13:06:52
1603105613;0;0;13:06:53
1603105614;0;0;13:06:54
1603105615;0;0;13:06:55
1603105616;0;0;13:06:56
1603105617;0;0;13:06:57
1603105618;0;0;13:06:58
1603105619;0;0;13:06:59
1603105620;0;0;13:07:00
1603105621;0;0;13:07:01
1603105622;0;0;13:07:02
1603105623;0;0;13:07:03
1603105624;0;0;13:07:04
1603105625;0;0;13:07:05
1603105626;0;0;13:07:06
1603105627;0;0;13:07:07
1603105628;0;0;13:07:08
1603105629;0;0;13:07:09
1603105630;0;0;13:07:10
1603105631;0;0;13:07:11
1603105632;0;0;13:07:12
1603105633;0;0;13:07:13
1603105634;0;0;13:07:14
1603105635;0;0;13:07:15
1603105636;0;0;13:07:16
1603105637;0;0;13:07:17
1603105638;0;0;13:07:18
1603105639;0;0;13:07:19
1603105640;0;0;13:07:20
1603105641;0;0;13:07:21
1603105642;0;0;13:07:22
1603105643;0;0;13:07:23
1603105644;0;0;13:07:24
1603105645;0;0;13:07:25
1603105646;0;0;13:07:26
1603105647;0;0;13:07:27
1603105648;0;0;13:07:28
1603105649;0;0;13:07:29
1603105650;0;0;13:07:30
1603105651;0;0;13:07:31
1603105652;0;0;13:07:32
1603105653;0;0;13:07:33
1603105654;0;0;13:07:34
1603105655;0;0;13:07:35
1603105656;0;0;13:07:36
1603105657;0;0;13:07:37
1603105658;0;0;13:07:38
1603105659;0;0;13:07:39
1603105660;0;0;13:07:40
1603105661;0;0;13:07:41
1603105662;0;0;13:07:42
1603105663;0;0;13:07:43
1603105664;0;0;13:07:44
1603105665;0;0;13:07:45
1603105666;0;0;13:07:46
1603105667;0;0;13:07:47
1603105668;0;0;13:07:48
1603105669;0;0;13:07:49
1603105670;0;0;13:07:50
1603105671;0;0;13:07:51
1603105672;0;0;13:07:52
1603105673;0;0;13:07:53
1603105674;0;0;13:07:54
1603105675;0;0;13:07:55
1603105676;0;0;13:07:56
1603105677;0;0;13:07:57
1603105678;0;0;13:07:58
1603105679;0;0;13:07:59
1603105680;0;0;13:08:00
1603105681;0;0;13:08:01
1603105682;0;0;13:08:02
1603105683;0;0;13:08:03
1603105684;0;0;13:08:04
1603105685;0;0;13:08:05
1603105686;0;0;13:08:06
1603105687;0;0;13:08:07
1603105688;0;0;13:08:08
1603105689;0;0;13:08:09
1603105690;0;0;13:08:10
1603105691;0;0;13:08:11
1603105692;0;0;13:08:12
1603105693;0;0;13:08:13
1603105694;0;0;13:08:14
1603105695;0;0;13:08:15
1603105696;0;0;13:08:16
1603105697;0;0;13:08:17
1603105698;0;0;13:08:18
1603105699;0;0;13:08:19
1603105700;0;0;13:08:20
1603105701;0;0;13:08:21
1603105702;0;0;13:08:22
1603105703;0;0;13:08:23
1603105704;0;0;13:08:24
1603105705;0;0;13:08:25
1603105706;0;0;13:08:26
1603105707;0;0;13:08:27
1603105708;0;0;13:08:28
1603105709;0;0;13:08:29
1603105710;0;0;13:08:30
1603105711;0;0;13:08:31
1603105712;0;0;13:08:32
1603105713;0;0;13:08:33
1603105714;0;0;13:08:34
1603105715;0;0;13:08:35
1603105716;0;0;13:08:36
1603105717;0;0;13:08:37
1603105718;0;0;13:08:38
1603105719;0;0;13:08:39
1603105720;0;0;13:08:40
1603105721;0;0;13:08:41
1603105722;0;0;13:08:42
1603105723;0;0;13:08:43
1603105724;0;0;13:08:44
1603105725;0;0;13:08:45
1603105726;0;0;13:08:46
1603105727;0;0;13:08:47
1603105728;0;0;13:08:48
1603105729;0;0;13:08:49
1603105730;0;0;13:08:50
1603105731;0;0;13:08:51
1603105732;0;0;13:08:52
1603105733;0;0;13:08:53
1603105734;0;0;13:08:54
1603105735;0;0;13:08:55
1603105736;0;0;13:08:56
1603105737;0;0;13:08:57
1603105738;0;0;13:08:58
1603105739;0;0;13:08:59
1603105740;0;0;13:09:00
1603105741;0;0;13:09:01
1603105742;0;0;13:09:02
1603105743;0;0;13:09:03
1603105744;0;0;13:09:04
1603105745;0;0;13:09:05
1603105746;0;0;13:09:06
1603105747;0;0;13:09:07
1603105748;0;0;13:09:08
1603105749;0;0;13:09:09
1603105750;0;0;13:09:10
1603105751;0;0;13:09:11
1603105752;0;0;13:09:12
1603105753;0;0;13:09:13
1603105754;0;0;13:09:14
1603105755;0;0;13:09:15
1603105756;0;0;13:09:16
1603105757;0;0;13:09:17
1603105758;0;0;13:09:18
1603105759;0;0;13:09:19
1603105760;0;0;13:09:20
1603105761;0;0;13:09:21
1603105762;0;0;13:09:22
1603105763;0;0;13:09:23
1603105764;0;0;13:09:24
1603105765;0;0;13:09:25
1603105766;0;0;13:09:26
1603105767;0;0;13:09:27
1603105768;0;0;13:09:28
1603105769;0;0;13:09:29
1603105770;0;0;13:09:30
1603105771;0;0;13:09:31
1603105772;0;0;13:09:32
1603105773;0;0;13:09:33
1603105774;0;0;13:09:34
1603105775;0;0;13:09:35
1603105776;0;0;13:09:36
1603105777;0;0;13:09:37
1603105778;0;0;13:09:38
1603105779;0;0;13:09:39
1603105780;0;0;13:09:40
1603105781;0;0;13:09:41
1603105782;0;0;13:09:42
1603105783;0;0;13:09:43
1603105784;0;0;13:09:44
1603105785;0;0;13:09:45
1603105786;0;0;13:09:46
1603105787;0;0;13:09:47
1603105788;0;0;13:09:48
1603105789;0;0;13:09:49
1603105790;0;0;13:09:50
1603105791;0;0;13:09:51
1603105792;0;0;13:09:52
1603105793;0;0;13:09:53
1603105794;0;0;13:09:54
1603105795;0;0;13:09:55
1603105796;0;0;13:09:56
1603105797;0;0;13:09:57
1603105798;0;0;13:09:58
1603105799;0;0;13:09:59
1603105800;0;0;13:10:00
1603105801;0;0;13:10:01
1603105802;0;0;13:10:02
1603105803;0;0;13:10:03
1603105804;0;0;13:10:04
1603105805;0;0;13:10:05
1603105806;0;0;13:10:06
1603105807;0;0;13:10:07
1603105808;0;0;13:10:08
1603105809;0;0;13:10:09
1603105810;0;0;13:10:10
1603105811;0;0;13:10:11
1603105812;0;0;13:10:12
1603105813;0;0;13:10:13
1603105814;0;0;13:10:14
1603105815;0;0;13:10:15
1603105816;0;0;13:10:16
1603105817;0;0;13:10:17
1603105818;0;0;13:10:18
1603105819;0;0;13:10:19
1603105820;0;0;13:10:20
1603105821;0;0;13:10:21
1603105822;0;0;13:10:22
1603105823;0;0;13:10:23
1603105824;0;0;13:10:24
1603105825;0;0;13:10:25
1603105826;0;0;13:10:26
1603105827;0;0;13:10:27
1603105828;0;0;13:10:28
1603105829;0;0;13:10:29
1603105830;0;0;13:10:30
1603105831;0;0;13:10:31
1603105832;0;0;13:10:32
1603105833;0;0;13:10:33
1603105834;0;0;13:10:34
1603105835;0;0;13:10:35
1603105836;0;0;13:10:36
1603105837;0;0;13:10:37
1603105838;0;0;13:10:38
1603105839;0;0;13:10:39
1603105840;0;0;13:10:40
1603105841;0;0;13:10:41
1603105842;0;0;13:10:42
1603105843;0;0;13:10:43
1603105844;0;0;13:10:44
1603105845;0;0;13:10:45
1603105846;0;0;13:10:46
1603105847;0;0;13:10:47
1603105848;0;0;13:10:48
1603105849;0;0;13:10:49
1603105850;0;0;13:10:50
1603105851;0;0;13:10:51
1603105852;0;0;13:10:52
1603105853;0;0;13:10:53
1603105854;0;0;13:10:54
1603105855;0;0;13:10:55
1603105856;0;0;13:10:56
1603105857;0;0;13:10:57
1603105858;0;0;13:10:58
1603105859;0;0;13:10:59
1603105860;0;0;13:11:00
1603105861;0;0;13:11:01
1603105862;0;0;13:11:02
1603105863;0;0;13:11:03
1603105864;0;0;13:11:04
1603105865;0;0;13:11:05
1603105866;0;0;13:11:06
1603105867;0;0;13:11:07
1603105868;0;0;13:11:08
1603105869;0;0;13:11:09
1603105870;0;0;13:11:10
1603105871;0;0;13:11:11
1603105872;0;0;13:11:12
