Sleep logging started on 10/19/20 at 10:20:08;;;
TIMESTAMP,;SENSOR1,;SENSOR2,;HUMAN READABLE TIME
1603095765;0;0;10:22:45
1603095766;0;0;10:22:46
1603095767;0;0;10:22:47
1603095768;1;0;10:22:48
1603095769;0;0;10:22:49
1603095770;0;0;10:22:50
1603095771;0;1;10:22:51
1603095772;1;0;10:22:52
1603095773;0;0;10:22:53
1603095774;0;0;10:22:54
1603095775;0;0;10:22:55
1603095776;0;0;10:22:56
1603095777;1;1;10:22:57
1603095778;0;0;10:22:58
1603095779;0;0;10:22:59
1603095780;0;0;10:23:00
1603095781;0;0;10:23:01
1603095782;0;0;10:23:02
1603095783;0;0;10:23:03
1603095784;0;0;10:23:04
1603095785;0;0;10:23:05
1603095786;0;0;10:23:06
1603095787;0;0;10:23:07
1603095788;0;0;10:23:08
1603095789;0;0;10:23:09
1603095790;0;0;10:23:10
1603095791;0;0;10:23:11
1603095792;0;0;10:23:12
1603095793;0;0;10:23:13
1603095794;0;0;10:23:14
1603095795;0;0;10:23:15
1603095796;0;0;10:23:16
1603095797;0;0;10:23:17
1603095798;0;0;10:23:18
1603095799;0;0;10:23:19
1603095800;0;0;10:23:20
1603095801;0;0;10:23:21
1603095802;0;0;10:23:22
1603095803;0;0;10:23:23
1603095804;0;0;10:23:24
1603095805;0;0;10:23:25
1603095806;0;0;10:23:26
1603095807;0;0;10:23:27
1603095808;0;0;10:23:28
1603095809;0;0;10:23:29
1603095810;0;0;10:23:30
1603095811;0;0;10:23:31
1603095812;0;0;10:23:32
1603095813;0;0;10:23:33
1603095814;0;0;10:23:34
1603095815;0;0;10:23:35
1603095816;0;0;10:23:36
1603095817;0;0;10:23:37
1603095818;0;0;10:23:38
1603095819;0;0;10:23:39
1603095820;0;0;10:23:40
1603095821;0;0;10:23:41
1603095822;0;0;10:23:42
1603095823;0;0;10:23:43
1603095824;0;0;10:23:44
1603095825;0;0;10:23:45
1603095826;0;0;10:23:46
1603095827;0;0;10:23:47
1603095828;0;0;10:23:48
1603095829;0;0;10:23:49
1603095830;0;0;10:23:50
1603095831;0;0;10:23:51
1603095832;0;0;10:23:52
1603095833;0;0;10:23:53
1603095834;0;0;10:23:54
1603095835;0;0;10:23:55
1603095836;0;0;10:23:56
1603095837;0;0;10:23:57
1603095838;0;0;10:23:58
1603095839;0;1;10:23:59
1603095840;0;1;10:24:00
1603095841;0;0;10:24:01
1603095842;0;0;10:24:02
1603095843;0;0;10:24:03
1603095844;0;0;10:24:04
1603095845;0;0;10:24:05
1603095846;0;0;10:24:06
1603095847;0;0;10:24:07
1603095848;0;0;10:24:08
1603095849;0;0;10:24:09
1603095850;0;0;10:24:10
1603095851;0;0;10:24:11
1603095852;0;0;10:24:12
1603095853;0;0;10:24:13
1603095854;1;0;10:24:14
1603095855;1;0;10:24:15
1603095856;0;0;10:24:16
1603095857;0;0;10:24:17
1603095858;0;0;10:24:18
1603095859;0;0;10:24:19
1603095860;0;0;10:24:20
1603095861;0;0;10:24:21
1603095862;0;0;10:24:22
1603095863;0;0;10:24:23
1603095864;0;0;10:24:24
1603095865;0;0;10:24:25
1603095866;0;0;10:24:26
1603095867;0;0;10:24:27
1603095868;0;0;10:24:28
1603095869;0;0;10:24:29
1603095870;0;0;10:24:30
1603095871;0;0;10:24:31
1603095872;0;0;10:24:32
1603095873;0;0;10:24:33
1603095874;0;0;10:24:34
1603095875;1;0;10:24:35
1603095876;0;0;10:24:36
1603095877;0;0;10:24:37
1603095878;0;0;10:24:38
1603095879;0;0;10:24:39
1603095880;0;0;10:24:40
1603095881;0;0;10:24:41
1603095882;0;0;10:24:42
1603095883;0;0;10:24:43
1603095884;0;0;10:24:44
1603095885;0;0;10:24:45
1603095886;0;0;10:24:46
1603095887;0;0;10:24:47
1603095888;0;0;10:24:48
1603095889;0;0;10:24:49
1603095890;0;0;10:24:50
1603095891;0;0;10:24:51
1603095892;0;0;10:24:52
1603095893;0;0;10:24:53
1603095894;0;0;10:24:54
1603095895;0;0;10:24:55
1603095896;0;0;10:24:56
1603095897;0;0;10:24:57
1603095898;0;0;10:24:58
1603095899;0;0;10:24:59
1603095900;0;0;10:25:00
1603095901;0;0;10:25:01
1603095902;0;0;10:25:02
1603095903;0;0;10:25:03
1603095904;0;0;10:25:04
1603095905;0;0;10:25:05
1603095906;0;0;10:25:06
1603095907;0;0;10:25:07
1603095908;0;0;10:25:08
1603095909;0;0;10:25:09
1603095910;0;0;10:25:10
1603095911;0;0;10:25:11
1603095912;0;0;10:25:12
1603095913;0;0;10:25:13
1603095914;0;0;10:25:14
1603095915;0;0;10:25:15
1603095916;0;0;10:25:16
1603095917;0;0;10:25:17
1603095918;0;0;10:25:18
1603095919;0;0;10:25:19
1603095920;0;0;10:25:20
1603095921;0;0;10:25:21
1603095922;0;0;10:25:22
1603095923;0;0;10:25:23
1603095924;0;0;10:25:24
1603095925;0;0;10:25:25
1603095926;0;0;10:25:26
1603095927;0;0;10:25:27
1603095928;0;0;10:25:28
1603095929;0;0;10:25:29
1603095930;0;0;10:25:30
1603095931;0;0;10:25:31
1603095932;0;0;10:25:32
1603095933;0;0;10:25:33
1603095934;0;0;10:25:34
1603095935;0;0;10:25:35
1603095936;0;0;10:25:36
1603095937;1;1;10:25:37
1603095938;0;0;10:25:38
1603095939;0;0;10:25:39
1603095940;0;0;10:25:40
1603095941;0;0;10:25:41
1603095942;0;0;10:25:42
1603095943;0;0;10:25:43
1603095944;0;0;10:25:44
1603095945;0;0;10:25:45
1603095946;0;0;10:25:46
1603095947;0;0;10:25:47
1603095948;0;0;10:25:48
1603095949;0;0;10:25:49
1603095950;0;0;10:25:50
1603095951;0;0;10:25:51
1603095952;0;0;10:25:52
1603095953;0;0;10:25:53
1603095954;0;0;10:25:54
1603095955;0;0;10:25:55
1603095956;0;0;10:25:56
1603095957;0;0;10:25:57
1603095958;0;0;10:25:58
1603095959;0;0;10:25:59
1603095960;0;0;10:26:00
1603095961;0;0;10:26:01
1603095962;0;0;10:26:02
1603095963;0;0;10:26:03
1603095964;0;0;10:26:04
1603095965;0;0;10:26:05
1603095966;0;0;10:26:06
1603095967;0;0;10:26:07
1603095968;0;0;10:26:08
1603095969;0;0;10:26:09
1603095970;0;0;10:26:10
1603095971;0;0;10:26:11
1603095972;0;0;10:26:12
1603095973;0;0;10:26:13
1603095974;0;0;10:26:14
1603095975;0;0;10:26:15
1603095976;0;0;10:26:16
1603095977;0;0;10:26:17
1603095978;0;0;10:26:18
1603095979;0;0;10:26:19
1603095980;0;0;10:26:20
1603095981;0;0;10:26:21
1603095982;0;0;10:26:22
1603095983;0;0;10:26:23
1603095984;0;0;10:26:24
1603095985;0;0;10:26:25
1603095986;0;0;10:26:26
1603095987;0;0;10:26:27
1603095988;0;0;10:26:28
1603095989;0;0;10:26:29
1603095990;0;0;10:26:30
1603095991;0;0;10:26:31
1603095992;0;0;10:26:32
1603095993;0;0;10:26:33
1603095994;0;0;10:26:34
1603095995;0;0;10:26:35
1603095996;0;0;10:26:36
1603095997;0;0;10:26:37
1603095998;0;0;10:26:38
1603095999;0;0;10:26:39
1603096000;0;0;10:26:40
1603096001;0;0;10:26:41
1603096002;0;0;10:26:42
1603096003;0;0;10:26:43
1603096004;0;0;10:26:44
1603096005;0;0;10:26:45
1603096006;0;0;10:26:46
1603096007;0;0;10:26:47
1603096008;0;0;10:26:48
1603096009;0;0;10:26:49
1603096010;0;0;10:26:50
1603096011;0;0;10:26:51
1603096012;0;0;10:26:52
1603096013;0;0;10:26:53
1603096014;0;0;10:26:54
1603096015;0;0;10:26:55
1603096016;0;0;10:26:56
1603096017;0;0;10:26:57
1603096018;0;0;10:26:58
1603096019;0;0;10:26:59
1603096020;0;0;10:27:00
1603096021;0;0;10:27:01
1603096022;0;0;10:27:02
1603096023;0;0;10:27:03
1603096024;0;0;10:27:04
1603096025;0;0;10:27:05
1603096026;0;0;10:27:06
1603096027;0;0;10:27:07
1603096028;0;0;10:27:08
1603096029;0;0;10:27:09
1603096030;0;0;10:27:10
1603096031;0;0;10:27:11
1603096032;0;0;10:27:12
1603096033;0;0;10:27:13
1603096034;0;0;10:27:14
1603096035;0;0;10:27:15
1603096036;0;0;10:27:16
1603096037;0;0;10:27:17
1603096038;0;0;10:27:18
1603096039;0;0;10:27:19
1603096040;0;0;10:27:20
1603096041;1;0;10:27:21
1603096042;0;0;10:27:22
1603096043;0;0;10:27:23
1603096044;0;0;10:27:24
1603096045;0;0;10:27:25
1603096046;0;0;10:27:26
1603096047;0;0;10:27:27
1603096048;0;0;10:27:28
1603096049;0;0;10:27:29
1603096050;0;0;10:27:30
1603096051;0;0;10:27:31
1603096052;0;0;10:27:32
1603096053;0;0;10:27:33
1603096054;0;0;10:27:34
1603096055;0;0;10:27:35
1603096056;0;0;10:27:36
1603096057;0;0;10:27:37
1603096058;0;0;10:27:38
1603096059;0;0;10:27:39
1603096060;0;0;10:27:40
1603096061;0;0;10:27:41
1603096062;0;0;10:27:42
1603096063;0;0;10:27:43
1603096064;0;0;10:27:44
1603096065;0;0;10:27:45
1603096066;0;0;10:27:46
1603096067;0;0;10:27:47
1603096068;0;0;10:27:48
1603096069;0;0;10:27:49
1603096070;0;0;10:27:50
1603096071;0;0;10:27:51
1603096072;0;0;10:27:52
1603096073;0;0;10:27:53
1603096075;0;0;10:27:55
1603096076;0;0;10:27:56
1603096077;0;0;10:27:57
1603096078;0;0;10:27:58
1603096079;0;0;10:27:59
1603096080;0;0;10:28:00
1603096081;0;0;10:28:01
1603096082;0;0;10:28:02
1603096083;0;0;10:28:03
1603096084;0;0;10:28:04
1603096085;0;0;10:28:05
1603096086;0;0;10:28:06
1603096087;0;0;10:28:07
1603096088;0;0;10:28:08
1603096089;0;0;10:28:09
1603096090;0;0;10:28:10
1603096091;0;0;10:28:11
1603096092;0;0;10:28:12
1603096093;0;0;10:28:13
1603096094;0;0;10:28:14
1603096095;0;0;10:28:15
1603096096;0;0;10:28:16
1603096097;0;0;10:28:17
1603096098;0;0;10:28:18
1603096099;0;0;10:28:19
1603096100;0;0;10:28:20
1603096101;0;0;10:28:21
1603096102;0;0;10:28:22
1603096103;0;0;10:28:23
1603096104;0;0;10:28:24
1603096105;0;0;10:28:25
1603096106;0;0;10:28:26
1603096107;0;0;10:28:27
1603096108;0;0;10:28:28
1603096109;0;0;10:28:29
1603096110;0;0;10:28:30
1603096111;0;0;10:28:31
1603096112;0;0;10:28:32
1603096113;0;0;10:28:33
1603096114;0;0;10:28:34
1603096115;0;0;10:28:35
1603096116;0;0;10:28:36
1603096117;0;0;10:28:37
1603096118;0;0;10:28:38
1603096119;0;0;10:28:39
1603096120;0;0;10:28:40
1603096121;0;0;10:28:41
1603096122;0;0;10:28:42
1603096123;0;0;10:28:43
1603096124;0;0;10:28:44
1603096125;0;0;10:28:45
1603096126;0;0;10:28:46
1603096127;0;0;10:28:47
1603096128;0;0;10:28:48
1603096129;0;0;10:28:49
1603096130;0;0;10:28:50
1603096131;0;0;10:28:51
1603096132;0;0;10:28:52
1603096133;0;0;10:28:53
1603096134;0;0;10:28:54
1603096135;0;0;10:28:55
1603096136;0;0;10:28:56
1603096137;0;0;10:28:57
1603096138;0;0;10:28:58
1603096139;0;0;10:28:59
1603096140;0;0;10:29:00
1603096141;0;0;10:29:01
1603096142;0;0;10:29:02
1603096143;1;0;10:29:03
1603096144;0;0;10:29:04
1603096145;0;0;10:29:05
1603096146;0;0;10:29:06
1603096147;0;0;10:29:07
1603096148;0;0;10:29:08
1603096149;0;0;10:29:09
1603096150;0;0;10:29:10
1603096151;0;0;10:29:11
1603096152;0;0;10:29:12
1603096153;0;0;10:29:13
1603096154;0;0;10:29:14
1603096155;0;0;10:29:15
1603096156;0;0;10:29:16
1603096157;0;0;10:29:17
1603096158;0;0;10:29:18
1603096159;0;0;10:29:19
1603096160;0;0;10:29:20
1603096161;0;0;10:29:21
1603096162;0;0;10:29:22
1603096163;0;0;10:29:23
1603096164;0;0;10:29:24
1603096165;0;0;10:29:25
1603096166;0;0;10:29:26
1603096167;0;0;10:29:27
1603096168;0;0;10:29:28
1603096169;0;0;10:29:29
1603096170;0;0;10:29:30
1603096171;0;0;10:29:31
1603096172;0;0;10:29:32
1603096173;0;0;10:29:33
1603096174;0;0;10:29:34
1603096175;0;0;10:29:35
1603096176;0;0;10:29:36
1603096177;0;0;10:29:37
1603096178;0;0;10:29:38
1603096179;0;0;10:29:39
1603096180;0;0;10:29:40
1603096181;0;0;10:29:41
1603096182;0;0;10:29:42
1603096183;0;0;10:29:43
1603096184;0;0;10:29:44
1603096185;0;0;10:29:45
1603096186;0;0;10:29:46
1603096187;0;0;10:29:47
1603096188;0;0;10:29:48
1603096189;0;0;10:29:49
1603096190;0;0;10:29:50
1603096191;0;0;10:29:51
1603096192;0;0;10:29:52
1603096193;0;0;10:29:53
1603096194;0;0;10:29:54
1603096195;0;0;10:29:55
1603096196;0;0;10:29:56
1603096197;0;0;10:29:57
1603096198;0;0;10:29:58
1603096199;0;0;10:29:59
1603096200;0;0;10:30:00
1603096201;0;0;10:30:01
1603096202;0;0;10:30:02
1603096203;0;0;10:30:03
1603096204;0;0;10:30:04
1603096205;0;0;10:30:05
1603096206;0;0;10:30:06
1603096207;0;0;10:30:07
1603096208;0;0;10:30:08
1603096209;0;0;10:30:09
1603096210;0;0;10:30:10
1603096211;0;0;10:30:11
1603096212;1;0;10:30:12
1603096213;0;0;10:30:13
1603096214;0;0;10:30:14
1603096215;0;0;10:30:15
1603096216;0;0;10:30:16
1603096217;0;0;10:30:17
1603096218;0;0;10:30:18
1603096219;0;0;10:30:19
1603096220;0;0;10:30:20
1603096221;0;0;10:30:21
1603096222;0;0;10:30:22
1603096223;0;0;10:30:23
1603096224;0;0;10:30:24
1603096225;0;0;10:30:25
1603096226;0;0;10:30:26
1603096227;0;0;10:30:27
1603096228;0;0;10:30:28
1603096229;0;0;10:30:29
1603096230;0;0;10:30:30
1603096231;0;0;10:30:31
1603096232;0;0;10:30:32
1603096233;0;0;10:30:33
1603096234;0;0;10:30:34
1603096235;0;0;10:30:35
1603096236;0;0;10:30:36
1603096237;0;0;10:30:37
1603096238;0;0;10:30:38
1603096239;0;0;10:30:39
1603096240;0;0;10:30:40
1603096241;0;0;10:30:41
1603096242;0;0;10:30:42
1603096243;0;0;10:30:43
1603096244;0;0;10:30:44
1603096245;0;0;10:30:45
1603096246;0;0;10:30:46
1603096247;0;0;10:30:47
1603096248;0;0;10:30:48
1603096249;0;0;10:30:49
1603096250;0;0;10:30:50
1603096251;0;0;10:30:51
1603096252;0;0;10:30:52
1603096253;0;0;10:30:53
1603096254;0;0;10:30:54
1603096255;0;0;10:30:55
1603096256;0;0;10:30:56
1603096257;0;0;10:30:57
1603096258;0;0;10:30:58
1603096259;0;0;10:30:59
1603096260;0;0;10:31:00
1603096261;0;0;10:31:01
1603096262;0;0;10:31:02
1603096263;0;0;10:31:03
1603096264;0;0;10:31:04
1603096265;0;0;10:31:05
1603096266;0;0;10:31:06
1603096267;0;0;10:31:07
1603096268;0;0;10:31:08
1603096269;0;0;10:31:09
1603096270;0;0;10:31:10
1603096271;0;0;10:31:11
1603096272;0;0;10:31:12
1603096273;0;0;10:31:13
1603096274;0;0;10:31:14
1603096275;0;0;10:31:15
1603096276;0;0;10:31:16
1603096277;0;0;10:31:17
1603096278;0;0;10:31:18
1603096279;0;0;10:31:19
1603096280;0;0;10:31:20
1603096281;0;0;10:31:21
1603096282;0;0;10:31:22
1603096283;0;0;10:31:23
1603096284;0;0;10:31:24
1603096285;0;0;10:31:25
1603096286;0;0;10:31:26
1603096287;0;0;10:31:27
1603096288;0;0;10:31:28
1603096289;0;0;10:31:29
1603096290;0;0;10:31:30
1603096291;0;0;10:31:31
1603096292;0;0;10:31:32
1603096293;0;0;10:31:33
1603096294;0;0;10:31:34
1603096295;0;0;10:31:35
1603096296;0;0;10:31:36
1603096297;0;0;10:31:37
1603096298;0;0;10:31:38
1603096299;0;0;10:31:39
1603096300;0;0;10:31:40
1603096301;0;0;10:31:41
1603096302;0;0;10:31:42
1603096303;0;0;10:31:43
1603096304;0;0;10:31:44
1603096305;0;0;10:31:45
1603096306;0;0;10:31:46
1603096307;0;0;10:31:47
1603096308;0;0;10:31:48
1603096309;0;0;10:31:49
1603096310;0;0;10:31:50
1603096311;0;0;10:31:51
1603096312;0;0;10:31:52
1603096313;0;0;10:31:53
1603096314;0;0;10:31:54
1603096315;0;0;10:31:55
1603096316;0;0;10:31:56
1603096317;0;0;10:31:57
1603096318;0;0;10:31:58
1603096319;0;0;10:31:59
1603096320;0;0;10:32:00
1603096321;0;0;10:32:01
1603096322;0;0;10:32:02
1603096323;0;0;10:32:03
1603096324;0;0;10:32:04
1603096325;0;0;10:32:05
1603096326;0;0;10:32:06
1603096327;0;0;10:32:07
1603096328;0;0;10:32:08
1603096329;0;0;10:32:09
1603096330;0;0;10:32:10
1603096331;0;0;10:32:11
1603096332;0;0;10:32:12
1603096333;0;0;10:32:13
1603096334;0;0;10:32:14
1603096335;0;0;10:32:15
1603096336;0;0;10:32:16
1603096337;0;0;10:32:17
1603096338;0;0;10:32:18
1603096339;0;0;10:32:19
1603096340;0;0;10:32:20
1603096341;0;0;10:32:21
1603096342;0;0;10:32:22
1603096343;0;0;10:32:23
1603096344;0;0;10:32:24
1603096345;0;0;10:32:25
1603096346;0;0;10:32:26
1603096347;0;0;10:32:27
1603096348;0;0;10:32:28
1603096349;0;0;10:32:29
1603096350;0;0;10:32:30
1603096351;0;0;10:32:31
1603096352;0;0;10:32:32
1603096353;0;0;10:32:33
1603096354;0;0;10:32:34
1603096355;0;0;10:32:35
1603096356;0;0;10:32:36
1603096357;0;0;10:32:37
1603096358;0;0;10:32:38
1603096359;0;0;10:32:39
1603096360;0;0;10:32:40
1603096361;0;0;10:32:41
1603096362;0;0;10:32:42
1603096363;0;0;10:32:43
1603096364;0;0;10:32:44
1603096365;0;0;10:32:45
1603096366;0;0;10:32:46
1603096367;0;0;10:32:47
1603096368;0;0;10:32:48
1603096369;0;0;10:32:49
1603096370;0;0;10:32:50
1603096371;0;0;10:32:51
1603096372;0;0;10:32:52
1603096373;0;0;10:32:53
1603096374;0;0;10:32:54
1603096375;0;0;10:32:55
1603096376;1;0;10:32:56
1603096377;0;0;10:32:57
1603096378;0;0;10:32:58
1603096379;0;0;10:32:59
1603096380;0;0;10:33:00
1603096381;0;0;10:33:01
1603096382;0;0;10:33:02
1603096383;0;0;10:33:03
1603096384;0;0;10:33:04
1603096385;0;1;10:33:05
1603096386;0;0;10:33:06
1603096387;0;0;10:33:07
1603096388;0;1;10:33:08
1603096389;0;1;10:33:09
1603096390;0;1;10:33:10
1603096391;0;1;10:33:11
1603096392;0;1;10:33:12
1603096393;0;1;10:33:13
1603096394;0;0;10:33:14
1603096395;0;0;10:33:15
1603096396;0;1;10:33:16
1603096397;1;0;10:33:17
1603096398;1;1;10:33:18
1603096399;0;1;10:33:19
1603096400;0;0;10:33:20
1603096401;1;1;10:33:21
1603096402;0;1;10:33:22
1603096403;0;1;10:33:23
1603096404;0;0;10:33:24
1603096405;0;1;10:33:25
1603096406;0;0;10:33:26
1603096407;1;1;10:33:27
1603096408;0;1;10:33:28
1603096409;0;0;10:33:29
1603096410;0;0;10:33:30
1603096411;0;1;10:33:31
1603096412;0;0;10:33:32
1603096413;0;0;10:33:33
1603096414;0;0;10:33:34
1603096415;1;1;10:33:35
1603096416;0;0;10:33:36
1603096417;0;0;10:33:37
1603096418;0;1;10:33:38
1603096419;0;0;10:33:39
1603096420;0;1;10:33:40
1603096421;0;0;10:33:41
1603096422;0;0;10:33:42
1603096423;0;0;10:33:43
1603096424;0;0;10:33:44
1603096425;0;0;10:33:45
1603096426;0;0;10:33:46
1603096427;0;0;10:33:47
1603096428;0;0;10:33:48
1603096429;0;0;10:33:49
1603096430;0;0;10:33:50
1603096431;0;0;10:33:51
1603096432;0;0;10:33:52
1603096433;0;0;10:33:53
1603096434;0;0;10:33:54
1603096435;0;0;10:33:55
1603096436;0;0;10:33:56
1603096437;0;0;10:33:57
1603096438;0;0;10:33:58
1603096439;0;0;10:33:59
1603096440;0;0;10:34:00
1603096441;0;0;10:34:01
1603096442;1;1;10:34:02
1603096443;1;1;10:34:03
1603096444;1;0;10:34:04
1603096445;0;0;10:34:05
1603096446;1;0;10:34:06
1603096447;1;0;10:34:07
1603096448;1;0;10:34:08
1603096449;1;0;10:34:09
1603096450;1;0;10:34:10
1603096451;0;0;10:34:11
1603096452;1;0;10:34:12
1603096453;1;0;10:34:13
1603096454;0;0;10:34:14
1603096455;1;0;10:34:15
1603096456;1;0;10:34:16
1603096457;1;0;10:34:17
1603096458;1;0;10:34:18
1603096459;1;0;10:34:19
1603096460;1;1;10:34:20
1603096461;1;0;10:34:21
1603096462;1;0;10:34:22
1603096463;1;0;10:34:23
1603096464;1;1;10:34:24
1603096465;0;0;10:34:25
1603096466;0;0;10:34:26
1603096467;0;1;10:34:27
1603096468;0;0;10:34:28
1603096469;1;0;10:34:29
1603096470;1;0;10:34:30
1603096471;1;0;10:34:31
1603096472;1;0;10:34:32
1603096473;0;0;10:34:33
1603096474;0;1;10:34:34
1603096475;0;1;10:34:35
1603096476;0;0;10:34:36
1603096477;1;0;10:34:37
1603096478;1;0;10:34:38
1603096479;0;0;10:34:39
1603096480;0;0;10:34:40
1603096481;1;0;10:34:41
1603096482;0;0;10:34:42
1603096483;0;0;10:34:43
1603096484;1;1;10:34:44
1603096485;1;0;10:34:45
1603096487;0;0;10:34:47
1603096488;1;1;10:34:48
1603096489;1;0;10:34:49
1603096490;1;0;10:34:50
1603096491;1;0;10:34:51
1603096492;1;0;10:34:52
1603096493;1;0;10:34:53
1603096494;1;0;10:34:54
1603096495;1;0;10:34:55
1603096496;1;0;10:34:56
1603096497;1;0;10:34:57
1603096498;0;0;10:34:58
1603096499;1;0;10:34:59
1603096500;1;0;10:35:00
1603096501;0;0;10:35:01
1603096502;0;0;10:35:02
1603096503;0;0;10:35:03
1603096504;0;0;10:35:04
1603096505;0;0;10:35:05
1603096506;0;0;10:35:06
1603096507;0;0;10:35:07
1603096508;0;0;10:35:08
1603096509;0;0;10:35:09
1603096510;0;0;10:35:10
1603096511;0;0;10:35:11
1603096512;0;0;10:35:12
1603096513;0;0;10:35:13
1603096514;0;0;10:35:14
1603096515;0;0;10:35:15
1603096516;0;0;10:35:16
1603096517;0;0;10:35:17
1603096518;1;0;10:35:18
1603096519;1;0;10:35:19
1603096520;1;0;10:35:20
1603096521;1;0;10:35:21
1603096522;1;0;10:35:22
1603096523;1;0;10:35:23
1603096524;1;0;10:35:24
1603096525;1;0;10:35:25
1603096526;1;0;10:35:26
1603096527;1;0;10:35:27
1603096528;1;0;10:35:28
1603096529;1;0;10:35:29
1603096530;0;0;10:35:30
1603096531;0;0;10:35:31
1603096532;0;0;10:35:32
1603096533;0;0;10:35:33
1603096534;0;0;10:35:34
